brand,yyyyww,shopcode,ours_sale,req_sales,req_md,req_product,req_vmd,style_best,style_worst,style_reorder,others_style,others_dept,others_brand,etc,input_userid,input_date,update_userid,update_date,req_productdept
M,2019-35,195,"날씨가 쌀쌀해지니 고객님들이 긴팔을 많이 찾으시는데 맨투맨 후드는 아직은 조금 무거운 느낌이라
 긴팔 티 많이 보십니다. 특히 tsn1, c2 오버핏 디자인이 좀 체격있으신분들이 좋아하시며
ts01,03 같은 기본 디자인도 많이 보시는 편입니다. 맨투맨도 어느정도 보는데 
2-30대 여성분들 MT04 07V 컬러 이쁘다며 많이 보십니다. 산뜻한 컬러 많이 나왔으면 합니다 ^^
그리고 가을 철에 잘맞는 컬러로 CAP  카키나 베이지톤 많이보십니다.

",,,,,,,,,,,,m195,2019-09-01 00:00:00.000000,,2019-09-01 11:25:07.000000,
M,2019-35,193,"이번주 날씨가 아침 저녁으로 쌀쌀해 지다보니 고객님들께서 이번에 새로 나온 
가을 신상품 많이 보셨습니다 특히 MT05 상품은 확실히 등판이 귀엽고 오버핏
으로 나온상품이다보니 엄청 보십니다 또 MT04 같이 등판 있는 상품이 이번에 
반응이 아주 좋았습니다 이번 스타일 전체적으로 색상이나 디자인이 트렌디하
다보니 많이 보시고 고객님들께서 특히 MLB 의류 많이 이뻐졌다고 하고 가십니
다 기분 좋습니다 하지만 모자는 색상이 다양하게 나오고 하긴하지만 확실히 보
는색상 위주로 많이 보십니다 베이지 블랙 네이비 블루 이 4가지 색상위주로 많
이 봅니다 제일 잘나가는 CP77 상품도 저 네가지 위주로 많이 봅니다 밴드형 모
자로는 확실히 CP11 CP10 상품이 올블랙 상품이 인기가 제일 많고 밴드형 모자
남성분들한테 인기가 정말 많습니다 가방으로는 이번에 나온 BG09 반응이 괜찮
습니다 모노그램 스몰벡 반응도 좋고 여성분들한테 반응이 좋습니다 또 저번주
는 반응이 크지 않았지만 SHC1 SHC2 날씨 풀리니 반응이 슬슬 옵니다 또 이번
에 새로나온 SHPM 신발들도 반응이 나쁘지 않아 좋습니다 ",,,,,"SHC1 SHC2 : 날씨가 쌀쌀해지니 아침저녁으로 슬슬또 반응이 옵니다 
MT05 MT04 : 확실히 등판에 디자인이 되어 있는게 귀엽다보니 반응이 좋습니다 
BG09 : 모노그램 가방 외국 고객님들한테 반응이 좋습니다 
CPFB : 확실히 모자 모노그램 인기 있습니다 
SHPM : 이번신상 신발중에 반응이 가장 좋습니다 
SHC6 SHC7 :청키 새로나온 시리즈 반응 좋습니다 ",,"MT05941 : 찾는분들이 많습니다 
SHC7 SHC6 : 청키슈즈 새로나온 스타일 반응 아주 좋습니다 
BGC9 : 힙색 꾸준히 인기 있고 반응이 좋습니다 
",,,,,m193,2019-09-01 00:00:00.000000,,2019-09-01 12:23:17.000000,
M,2019-35,084,갑자기 아침 저녁으로 쌀쌀해진 날씨 때문에 맨투맨 후드티 판매가 늘어남...얇은 티셔츠에 입을수 있는 아우터 판매가 늘어남..,싸이즈 수량 조그만 여유있게 출고부탁드려요~~~,,"저희는 트래이닝 반응이 좋은데  바지 싸이즈 다같이 xxl 가지 나왔으면합니다...블랙만 나오니  고객님들이 색상 선택이 좁아요...
동일한 칼라에 앞 로고만 바뀌는 느낌이에요....같은색상 이더라고 조금씩 틀리게 생산 되면 더 좋을것같아요....",,mt05   ts01  bgc9  bg09   bg10   cpfb   mt01   cp77   shc1   ts21   shc2   pt01   mt03   tss3   hdr1  mtr1   mtt1    hd05   shp3   ,,,,,,,M084,2019-09-01 00:00:00.000000,,2019-09-01 19:53:33.000000,가을 여성 원피스좀 빠른 출고 부탁드려요....야구 점퍼도 바른 출고 부탁드려요...
M,2019-35,179,"이제 여름의류보단 가을의류를 준비하시는 고객분들이 늘고 있으며 

긴팔티셔츠제품(31TS01941, 31TSN1941)이 많은 판매가 되고 있습니다. 연령층 상관없이 10대부터 40대까지 큰인기를 얻고 있습니다.

또한 커플맨투맨을 보러 오시는 고객분들이 특히나 많으며 가족단위로 오셔서 가을의류를 구매하십니다.

여성분들은 지난주와 마찬가지로 원피스를 찾으시는 분들이 많으셨습니다. 신상품이 조금더 빨리 출시 되면 많은 판매에 도움이 될거 같습니다.

 또한 집업제품을 많이 찾으십니다. 종류가 한정적이여서 선택의 폭이 좁아 판매에 어려운점이 조금 있습니다. 조금더 많은 종류의 집업제품들이

출시 되었으면 좋겠습니다.  

청키제품들은 꾸준히 판매가 잘되고 있으며 이번 신상품들처럼 조금씩 디자인이 다르게 출시되면 많은 판매가 될 것으로 보입니다. 

전체적으로 아직 이르긴 하지만 추석이 지난후에 FW상품들이 많은 판매가 될 것으로 보입니다. 
",,,,,"31DJS2961
31TS01941
31TSN1941
31MTR1941
32CP77911
32SHC1911(941)
32SHC2911(941)
32SHC6911",,"31DJS2961
31TS01941
31TSN1941
31MTR1941
32CP77911
32SHC1911(941)
32SHC2911(941)
32SHC6911",,,,,m179,2019-09-01 00:00:00.000000,,2019-09-01 15:51:28.000000,
M,2019-35,079,"많은 고객님들께서 가을 신상품을 많이 구매하셨습니다 특히
맨투맨상품들의 반응이 좋았습니다 점퍼류도 관심이 많이 계셨지만 아직은 계절감이 있어 구매로는 이어지지는 않으셨습니다.
신발같은경우 꾸준히 청키라인은 판매가 좋았으며
최근에 들어온 컨버스 라인상품또한 고객님들이 많이 보시고 구매를 하셨습니다.
악세사리는 꾸준히 모노그램과 기본스타일의 모자상품들이 판매도가 높았으며
벙거지스타일또한 많이 보셨습니다.
최근들어 비니상품을 찾으시는 고객님들이 많이 계셨는데 비니가 들어오면서 판매가 기대됩니다.",,,,,"MT04,MT21,MT01,HD05,TR03,SHC1,SHC6,SHP3,CP77,CP15,BGC9",,,,,,,M079,2019-09-01 00:00:00.000000,,2019-09-01 12:49:32.000000,
M,2019-35,008,"이번 한주는 후드티와 맨투맨을 많이들 찾으셨으며, 그중에서도 MT05,MT21,MT04,MTR1,HD21,HDR1을 많이 보셨습니다.
바지도 TP01, TP03, PT01가 인기였으며, 반팔은 TSM1,TSM2,TS21,TSS3,TSSC가 인기였습니다.
19FW로 들어온 신발들도 반응이 좋으며, 가죽스타일로 많이들 보십니다.
청키슈즈는 전주보다 판매량이 급격히 더 높아졌으며, 커플단위로 오시는 고객들이 많았습니다.
SHC3과 SHC7,SHC6도 급격히 인기상승 중입니다.
BG09와 BG10도 입고되자마자 품절되었으며, 외국고객들에게도 인기입니다.",,,,,,,,,"AK카드 10만원 이상구매시 5천원 상품권 증정
KB국민,BC,NH농협   30/60/100   5%상품권 증정",,,m008,2019-09-01 00:00:00.000000,,2019-09-01 19:17:23.000000,
M,2019-35,014,"여름이 끝나고 선선한 날씨였던 한주였음. 입점고객 수는 전주와 비슷함.
S/S상품들의 판매가 끝나가면서 찾는 고객도 줄었지만, TSCB, TSCK, TST0번 등 할인 상품들은 간간히 판매됨.
F/W상품들이 계속 나오면서 고객들의 구매율이 전주와 다르게 올라감.
긴팔티셔츠 경우 TS01, TSN1, TS03번 등 반응이 좋았음. 팔 길이가 살짝 길어 아쉬워 하는 고객도 있었음.
맨투맨은 MT06, MT01번 같이 제일 기본디자인 과 MT05, MTT1번 상품이 디자인 면에서 반응이 좋았음.
컬러와 디자인, 핏 등 맨투맨은 전체적으로 반응이 호조함.
후드는 아직까지 낮에는 더워 덜 찾는 편이며, 집업후드를 많이 찾으심.
TR01번이 3계절 두께감으로 반응이 괜찮으며, TRF1번이 겨울용으로 반응이 좋았음.
다만, TR01번은 기본디자인 상품으로 가격면에서 다소 아쉬워했음.
빅볼청키는 SHC1 50I, SHC2 43I 상품이 제일 반응이 좋음. 새롭게 출시된 SHC6, SHC7번은 좀더 지켜봐야할듯 함.
모노그램 패턴의 새로운 상품들이 나오면서 고객들의 눈길을 많이 사로잡으며, 반응이 괜찮은 편임.
모자는 매주 비슷하게 CP11, CP12, CP07, CP77, CPFB, CP57번등 반응이 좋음.",,,,,"TSCB, TST0, TSN1, TS01, TS03, MT01, MT06, MT05, SHH2, SHC1, SHC2, CP11, CP77, CPFB, BGC9, CP12, CP07",,,,,"리바이스 19년S/S 상품 30~50%
버커루 2pcs 이상 구매시 금액할인
ck진  19년 S/S 30~50%",,m014,2019-09-01 00:00:00.000000,,2019-09-01 19:56:00.000000,
M,2019-35,015,"반품과함께  기쁜마음으로 신상품을 맞이하고 있습니다 ~ 지금 시기에  사람들은 옷 구매하기가  어중간한가봅니다  만지작거리다가 가시는분이 좀 있으시네요 ~SHP3,SHP4는  입고되자마자  깔끔하다며 판매가 이루어졌습니다 키스톤청기는 말할것도 없이 출고되는 즉시 판매가 이루어지고있습니다 빠른출고가 이루어졌으면 합니다 그리고 선판매 패딩은 앞 메인에 해놨긴했는데 아직까지는 반응이 저조 합니다 
",,,,,"NBA이월정문행사진행.. 가을 이월초두물량으로   1만원대 에서 3만원대로 판매율 좋습니다 
행사진행하는 브랜드들은  저가 경량조끼(3만원대)반응이 좋았다고 합니다 

",,,,H포인트회원대상 단일브랜드 20/40/60  5%상품권진행  자사 50만원이상 6개월 무이자진행 ,,,m015,2019-09-01 00:00:00.000000,,2019-09-01 11:25:34.000000,
M,2019-35,017,"날씨가 선선해져서 가을상품 판매가 수월했습니다.
MT, HD 의 판매가 많았고, 사이즈 부족으로 구매를 못하셨던 분들도 많았습니다..
TR, TP 의 판매가 많을 시즌인데 아직까지는 반응이 많지는 않았습니다.
가을상품 여성라인 (원피스, 스커트, 레깅스 등) 찾는분들이 많았습니다.
신상품으로 입고된 F 시리즈도 가격이 저렴해서 고객님들이 좋아하십니다.
봄시즌에비해 디자인, 핏, 퀄리티 훨씬 괜찮습니다.
",,,,,"MT21 941 
MT01 941
MT06 941
모노그램 BG
",,,,"국민, BC , 농협 카드로 30/60/100/200 만원 이상 구매 시 금액대별 5% 상품권 증정행사",,,m017,2019-09-01 00:00:00.000000,,2019-09-01 20:20:00.000000,
M,2019-35,025,"날씨가 쌀쌀해지면서 긴소매 옷의 반응이 좋습니다

MTR1는 패밀리 상품으로 사진촬영용으로 많이 보시는 제품입니다.

고객님들은 전판에는 패턴이나 프린팅이 있는 제품보다는 전면은 깔끔하면서

등판에 프린팅 되어 있는 제품을 선호하십니다.

앞쪽은 로고가 작으면서 깔끔한 스타일이 반응이 좋습니다.

여성고객들은 후드티를 선호하시며 맨투맨은 남성고객분들이 선호합니다
",,,,,,,,,,,,m025,2019-09-01 00:00:00.000000,,2019-09-01 19:41:39.000000,
M,2019-35,027,점차 가을날씨의 문턱에 성큼 다가서면서 ..입점객수가 약간 증가한 한주모습을 보이며....예년과 다르게 긴팔 가을 신상품위주의 판매가 본격적으로 시작되고 있을 느낌...주로는 가족단위 입점고객들이 과반수 이상을 차지....특히 주중에는 30대이상 여성고객들의 중점적으로 매장 방문...거의 대부분의 고객들이 10대~20대초 자녀의류 구매가 가장 많았음.....아침저녁 큰일교차를 보이며 아침 저녁에는 쌀쌀한 가을날씨까지 보이며 아우터류 문의가 갑자기 급증한 가운데......아직 입고된 아우터류는 없다보니...주로 입고되어있는 짚업류들의 판매가 활발하게 보였던 한주...후드류의 판매도 점차 이루어지고 있는 가운데.....고객들의 가장 많은 문의가 ...후드티류에 거의 대부분 왜 포켓이 없는지 ....후드는 포켓이라는 분위기가 지배적....포켓이 빠짐으로 옷스타일링시 핏의 부피감이 적다는 얘기는 하지만 ....주말 입고된 후리스 스타일 짚업류의 경우 겨울상품인만큼 판매가 주축은 아니였으나....가격대비 핏감과 소재 만족도 부문에 있어 고객들의 호응도가 매우높은편.(TRF1) ,,,,,,,,,,,,m027,2019-09-01 00:00:00.000000,,2019-09-01 20:26:23.000000,
M,2019-35,034,"더위가 사그러들면서 긴팔을 찾는 분들이 늘어났습니다.

쭉티를 비롯하여 맨투맨과 후드티의 판매율이
점점 증가하고 있는데요
특히 MT05에 대한 반응이 아주 큽니다.

하지만 현재 전국적으로 재고도 많지않을 뿐더러
본사의 재고도 없는 상황에서
본사의 리오더 계획이나 일정의 빠른 피드백이 필요할 것 같습니다.

전체적으로 가을과 겨울옷이 입고되었으나
여성라인이 아직 입고가 되지않아
많은 분들이 찾고있습니다.

롱패딩의 경우는 시간이 좀 더 지나야 할 것같구요.

현재는 모노그램라인(의류 악세사리)과 청키슈즈
MT05,MT21,HD01,HD21을 중점으로 판매가 이루어지고 있습니다.

청키슈즈를 판매하면서 많은 분들이 양말을 많이 물어보시는데
많지 않던 종류에도 구매를 하시는 분들이 많았으나
현재는 정말 구매할 말한 양말이 없어요.
양말이 입고되어야 할 것 같습니다ㅠ.ㅠ



(+ 모노그램 악세사리로 
에코백이 나와도 좋을 것같아요)",,,,,"MT21,HD21,
TS21,TSM1,TSM2,TSS3
SHC1,SHC2,SHP1,SHP2",,,,,,,M034,2019-09-01 00:00:00.000000,,2019-09-01 12:47:00.000000,
M,2019-35,036,"날씨가 부쩍 쌀쌀해지면서 TR , TP , MT , HD 위주 판매 였습니다 . 특히 TP03,TR01,03, MT06 의 폭발적 반응이었으며, 청키 슈즈가 반응이 다시 올라오고 있습니다. 그외 주말 새로 들어온 스니커즈도 호평(깔끔함)입니다.  보아털 후드집업도 반응이 좋습니다 . 단, 아우터류 찾는분들은 이번주에 많으셨으나 , 다 돌아가셨어요... 추석 전 아우터류 출고 부탁드립니다. ",,"TP03,TR03,01,MT06,R1,HDR1, 반응이 너무 좋습니다~~ 물량이 많이 입고되었으면 합니다",,,"TR01,TR03,TRF1,TP03,MT06,R1,HDR1,HD21(L),",,,"NBA 아노락, 바람막이
JEEP 체크아웃셔츠,남방,청바지,보아털점퍼,폴라폴리스조끼,",금주 카드사 별 상품권 사은행사 있었습니다.,,,M036,2019-09-01 00:00:00.000000,,2019-09-01 18:43:16.000000,
M,2019-35,042,"2019년8월26일~2019년9월1일 주간 판매동향

1.금주내에 백화점입점 고객님의 경우 , 여성분들께서 긴팔 원피스을 찾으시는 고객님이 많은 주였습니다.
주기적으로 원피스 종류는 여성고객님들께 반응이 좋으며 빠른 입고가 필요합니다.
2.날씨가 아침저녁으로 선선해져서 긴팔 디자인을 찾으시는 고객님들이 많아 지고 있는 주였습니다.
얇은 티셔츠디자인 종류가 많아도 겨울까지 레이어드 하여 착용할수 있기 때문에 다양한 디자인이 나와도 좋을듯합니다
3.제작년 에 비해 디자인이 많이 심플해지고 로고 자체도 많이 작아졌으나. 기본 오리지널 흐리미 디자인은 계속 나와도 좋을듯합니다.(집업.맨투맨.후드..)
4.acc디자인은 작년에 비해 빠르게 입고 되어서 앞으로 고객님들이 반응이 좋을듯 보여집니다. 숏챙스타일. 방울달린 모자는 꾸준히 나왔으면 좋겠습니다.. 여성분들이 많이 보세여.. 찾으시는 고객님들도 많으세요!",,,,,,,,,,,,M042,2019-09-01 00:00:00.000000,,2019-09-01 10:40:31.000000,
M,2019-36,521,"추석연휴가 다가와서그런지 기모라인이나.후리스 스타일이 한스타일씩 판매됬습니다. 날씨가 아직은 더운데도 불구하고 반팔라인보다는 맨투맨이나 후드많이 찾으시고 작년에는 날씨에 따라 옷구매하는 경우였다면 올해는 상관없이 디자인이 이쁘면 바로 사가는 분위기입니다. 작년보다 스타일이 더 잘나온것도 있지만 터무니없이 금액대가 많이 안높아서 그런지 반응은 두루두루다 좋습니다, 현재는 모든스타일이 한스타일도 빠짐없이 다양하게 판매가되고 반응이 좋으며 신발또한 최근에 출고된 스타일도 반응이 좋은편입니다.오히려 튀는스타일보다 깔끔한 스타일이 고객님들께 더 반응이 좋은것같습니다.",,"지금 FW모든스타일이 반응이 좋아 판매가 빨리되 재고가 소진되 주문받고있는 상황입니다. 돌아오는 추석주는 연휴가 주말까지 연결되다보니 반응이 특별히 좋은 제품들은 주말전에 완판될가능성이 높아보입니다. 청키슈즈도 그렇고 재고있는한 저희매장위주로 최대한 재고출고좀 부탁드립니다. 토,일만해도 재고가 빠져 주문받은건이 상당합니다.",,,"TS- (911,931)21,CD,LB,O1,S3,SJ,T0,TF,TP
      (941)01,03,M1,M2
HD-01,02,06,21,R1
MT-01,02,04,05,06,21,C1,C4,C5,F1,R1,T1
PT-01,02 
TP-01 /TR-F1
BG-(911)09,10,C9
      (941)A2,P1
CP-(911,931)07,11,1215,16,18,19,20,22,51,53,61,62,77,79,82,85,AA,AU,BG,CP,CZ,FB,FG,FN,HB,IJ,IX,KD,KJ,RF,W4,WD
     (941)57,H1,H8,HG,KP,T2,TG
      ",,,,,,,M521,2019-09-08 00:00:00.000000,,2019-09-08 14:58:21.000000,
M,2019-36,525,"1.레깅스를찾는 여성분들이 많이늘었습니다.아직까지 디자인이 한정적이라 아쉬워하시는분들이 많습니다.
이번시즌에는 좀더 다양한디자인이 나왔으면 하는바람입니다
2.아침저녁으로 날씨가 쌀쌀해지면서 후드집업스타일을 찾는 분들이 많이 늘었습니다.
지금나오는 후드집업도 반응이 좋지만 오버핏을 선호하시는 분들또한 많습니다.맨투맨 후드티도 마찬가지지만 좀더 다양한 오버핏스타일이 많이나왔으면하는바람입니다
3.SHP1,P2 새상품인데도 불과하고 신어보면 바닥이 꺼져있는상품들이 많습니다.구매후 바로 신고싶어하시는분들이 많은데
그런현상들때문에 주문해서 기다리시는분들이 많이계십니다.반응이 좋은상품인만큼 보완이필요할거같습니다.",,"-CP77, CP12, CP16는 판매량이 좋은 상품이니 주말전에는 넉넉히 출고부탁드립니다.",TSM1  941상품은 등판로고프린트가 옷에 달라붙어 흰색 오염이됩니다.,,"MT- 03,06,04,01,C5,21,05C3
HD- 03,21,R1,05,06
SH- C1,C2,C3,P1,P2,C6,C7
BG-C9,P2C5,C6,A2
PT-01
TP-03
CP- 11,12,16,18,85,74 07 77,15,17, 51,20,61,71,88,KI,FB,M1,FX,T1,HD,HB,H2,HA,H3,HG
",,"MT- 03,06,04,01,C5,21,05C3
HD- 03,21,R1,05,06
SH- C1,C2,C3,P1,P2,C6,C7
BG-C9,P2C5,C6,A2
PT-01
TP-03
CP- 11,12,16,18,85,74 07 77,15,17, 51,20,61,71,88,KI,FB,M1,FX,T1,HD,HB,H2,HA,H3,HG
",,"<2주년 이벤트>
단일브랜드-20만원이상구매시 1만원에누리쿠폰증정

삼성/BC/NH/KB-10만원이상(디저트이용권증정),20~30만원이상(식사권증정)","버커루 : 인기상품 :  맨투맨 59,000~79,000  셔츠자켓 159,000
게스 : 19SS 일부품목 50%   /인기상품 : 맨투맨 98,000~108,000 후드티 128,000
JEEP : <일부10%> <후드집업 맨투맨-30%>    /인기상품 :  가을점퍼 249,000 데님 149,000
NBA :  /인기상품 :  남방 149,000 긴팔 39000 트레이닝바지 49,000
","본사수선실에서 매장으로 모자를 보내주실때 폴리에 담아서 보내주세요. 
",M525,2019-09-02 00:00:00.000000,,2019-09-02 10:26:21.000000,"제품이 오염된채 출고되어 다시 본사수선실로 보내는 상품이 너무 많습니다.  검수 꼼꼼히 부탁드립니다.
"
M,2019-36,014,"태풍도 오고 날씨도 선선해져 여름이 점점 끝나가는 한주였음.
긴팔티셔츠는 TSN1, TS03번이 반응이 좋음. 특히 TSN1번은 뒷기장이 좀더 길면서 여성고객한테 반응이 좋음.
맨투맨은 MTT1, MT05, MT01번이 반응이 좋으며, 기모상품인 MTF4, MTF1번이 이르지만 판매가 좋은편임.
후드보단 맨투맨을 더 많이 선호햇지만, HD03, HD05번이 반응이 그나마 괜찮았음.
집업후드를 많이 보시며 TR01번이 깔끔하며, TRF2번이 가격대비 및 디자인면에서 반응이 제일 좋았음.
보아털 상품들이 많이 나오면서 JPF1, JPF5번 등 반응이 괜찮으며, 한주더 지켜봐야 할듯함.
새로운 SH상품들이 출고 되었지만, 아직까진 빅볼청키가 제일 반응이 좋음. ",,,,,,,,,,리바이스 S/S상품 30~50%,,m014,2019-09-08 00:00:00.000000,,2019-09-08 20:27:44.000000,
M,2019-36,017,,,,,,"31 MT06 941
31 MT01 941
31 LG03 941
",,,,"국민 30/60/100/200 만원 이상 구매 시 금액대별 7% 상품권 증정 행사
신한, NH 30/60/100/200 만원 이상 구매 시 금액대별 5% 상품권 증정 행사 ",,,m017,2019-09-08 00:00:00.000000,,2019-09-08 20:03:52.000000,
M,2019-36,022,"이번한주는 날씨가 좋은 한주였습니다
날씨가 좋다보니깐 고객님들이 백화점보다는 밖으로 많이 나가셨는지 입점률이 많이 떨어졌지만, 경쟁사보다는 입점률이 높은 한주였습니다
이번주도 저번주와 동일하게 SHC1,SHC2 를 가장많이 보시고 많이 신어보고합니다 모자는 항상 잘나가는 CP07,CP10,CP13,CP16,CP74,CP85,CP77등 고객님들이 기본디자인을 많이 찾으십니다
모노그램라인은 고객님이 많은 관심을가지지만 국내분들은 금액을 많이 보시고 마니 주춤거리지만 해외고객님들은 이쁘면 사는 마인드인거
같습니다.
",,,,,"CP07,CP10,CP11,CP12,CP16,CP77,CP85
SHC1,SHC2,SHP1,SHP2
BGA2,BGC2",,,,30/60/100 신세계신한카드 결제시 상품권 5%증정,,,m022,2019-09-02 00:00:00.000000,,2019-09-02 10:26:52.000000,
M,2019-36,027,"추석명절연휴를 앞두고 직전 주가 되면서 입점객수는 전주보다 증가한모습.....명절선물구매고객들도 배로 증가하였으며....주 입점고객들이 30대~50대 고객층이 대부분이었음.....과반수 이상은 10대~20대 자녀를 비롯 가족선물 구매고객들이 눈에 띄게 증가..예년보다 덥지는 않은 가을 날씨를 보이다보니....후드짚업을 비롯하여 맨투맨티, 후드티셔츠류 등의 판매가 원활했던 한주였음.....점퍼의판매는 아직 주춤하나...입점한 고객들의 대부분이 신상품 아우터류의 반응이 매우 호조를 보이며 앞으로 판매율에도 좋은 영향을 미칠것같은 분위기.....특히나 예년보다 대부분의 아우터류와 후리스류들의 아이템수 증가...디자인의 업그레이드....가격인하 등으로 고객들의 반응이 매우 좋은 모습을 보이고 있음.......아직 팬츠류를 상의와 함께 세트구매하려는 고객들도 많은편인데.....상의대비 하의류의 아이템이 너무 적고 디자인이 제한적....트레이닝스타일이 아닌 면이나 데님 문의도 꾸준한편........최근 입고된 비니류들도 아직 판매가 활발하지는 않으나.....모자착용핏이 예쁘게 떨어지는 디자인 많아 고객들의 반응이 이또한 호조를 보임....
금주 게스의  매대 13대이상의 대형 행사로 인하여 ....고객들의 행사장 쏠림이 많았음....타 진브랜드의 매출에 타격이 보임...",,,,,,,,,,,,m027,2019-09-08 00:00:00.000000,m027,2019-09-08 00:00:00.000000,
M,2019-36,082,"신상품 hdm1,mtm2,mtw3,mtm1 반응 좋습니다
뽀글이 jpf1아직 판매는 많지 않으나 많이 봅니다",,,,,"hdm1,mtm2,mtw3,mtm1
cphf,cpp1,
bg09,bg10",,,,"정기휴무 13,14",데상트 겨울 상품 입고 되면서 매출이 서서히 올라오고 있습니다,,M082,2019-09-08 00:00:00.000000,,2019-09-08 10:58:00.000000,
M,2019-36,032,"이제 제법 밤공기가 선선한 가을이 왔네요 .

바람막이, 야구점퍼 찾으시는 고객님들이 매우 많으셨으며,
아직까지 입고가 되지않아 대략난감하여 다음주쯤 입고 될것 같다고 말씀을 드렸습니다.
다음주쯤 입고되길 바래봅니다!

그리고 여성라인....언제쯤 입고되나요 ?
여성라인 찾으시는분들도 많으셨습니다. 부디 빠른 입고 부탁드립니다!

반팔티는 TSSJ,TSS3이 꾸준한 인기를 보이며, TSM1이 반응이 좋습니다.
맨투맨은 벌써부터 없어서 못팔고 있습니다.MT05 예약주문 받고 있으며,입으셨을때 핏이 너무 예쁘다며, 반응이 아주 뜨겁습니다.
MT01 심플하며 깔끔하다고 좋아들 하십니다.
긴팔티는 TSC2,TS03이 반응이좋습니다. 소매가 너무 길다고 하셔서 수선안내 드리고 있습니다...
모자는 CPFB,CP77,CP11,CP12,CP07,CPCP,CPYC,CPH3,CPHE 가 반응이 좋습니다.

SHC7반응이 좋았으며, SHP4 입고되자마자 반응이 아주 뜨겁습니다.

그리고 작년에는 안나오던 베이지컬러와 MT21-50U 의 블루컬러감이 너무 예뻐서 ㅠㅠ 열심히 판매중에 있습니다.
여유있는 수량 부탁드립니다.


",,MT21-50U ,,,,,,"MT05 MT01
SHC6/SHC7
TSC2/TS03",지프퇴점후 알도 입점,,,M032,2019-09-02 00:00:00.000000,,2019-09-02 09:51:40.000000,
M,2019-36,034,"이번 주 입고 된 양털 종류의 아우터의 반응이 좋습니다.
판매도 벌써 시작되었어요.

아직 날씨가 이른감이 있긴하지만 그래도 꾸준한 반응이네요.
디스커버리와 고민하시는 분들이 많은편ㅎㅎ............

이런 재질감의 옷이 재작년쯤부터 유행해서 그런지
이번 년도는 특히 더 양털을 뽑아 낸 것 같은데
조금 더 지나면 양털 말고 융털 안감이 있는 아우터가 입고되겠지요...?
약간 가격대가 있더라도 더 오래입을 수 있는 ...............
항상 나오던 상품이니 이번년도도 기대를 해봅니다.ㅎㅎ


이번 년도는 작년에 비해서
출시되지 않았던 종류의 옷들이 출시되어
단골고객분들의 반응이 아주 좋은 편입니다.

패딩조끼와 두꺼운 아우터와 맨투맨등
디자인도 예쁘게 나와 단골이 아닌 분들에게도 반응이 좋은 편이지만
야구점퍼류가 너무 두꺼운 종류만 출시되다보니
간절기용을 찾는 분들이 많습니다.

간절기에 야구점퍼를 구매하는 분들이 많은 브랜드인데
너무 두꺼운 소재감만 출시되어 발길을 돌리는 분들이 상당 수 있었습니다.
이게 조금 아쉬운 부분이에요.

하지만 전체적으로 맨투맨과 후드티가
컬러감도 밝게 나오고 디자인도 예뻐 구매율이 높아요

새로 입고 된 스니커즈류도 반응이 좋은 편이구요.

19F의 반응이 전체적으로 호조입니다.
겨울 상품도 쭉 예쁘게 출시되었으면 합니다~~!!",,,,,"JPF2,JPF5,JPF3,TPT1
MT21,MT05,MTC1,MT06,MTR1,HDR1
HD21,HD05,TS03,TSN1,TS01
TSM1,TSM2
BG09,BG10,BGC9
SHC1,SHC2,SHC6,SHC7,SHP1
CPFB,CP77,CP15,CP06,CP12,CP19
CP16,CP17,CPCZ,CPIK
CPHE,CPH1,CPHB",,,,,"백화점 동선 행사 진행 중 타미진,버커루,지프",,M034,2019-09-08 00:00:00.000000,,2019-09-08 13:04:29.000000,
M,2019-36,036,"금주 지속적으로 스몰로고와 기본자수 스타일 제품들이 반응이 좋았습니다. 더불어 야구점퍼와 뽀글이 점퍼 그리고 경량 구스다운 반응도 올라오고 있습니다. 
슬슬 두꺼운 점퍼까지 구매하시는 걸 보니... 전체적인 사이즈 보충이 시급할 것같습니다 .  여성라인 경우 원피스가 몇스타일 출고되었으나. 반응은 미적지근 합니다. 좀 더 보충이 필요할 것 같습니다. 
숏다운 찾는 분들도 잦아지고 있습니다. 다운의 출시가 좀 더 빨랐으면 합니다.",,숏다운 출시가 좀 더 빨랐으면 합니다. ,,,"MT06,HDR1,TR01,TR03,DJ07,","LG,OP,",31HDR1941 ,"NBA 바람막이, 아노락
JEEP 뽀글이 조끼, 야상, 체크남방",금주 카드사 사은행사 있었습니다.,,,M036,2019-09-08 00:00:00.000000,,2019-09-08 19:25:21.000000,
